ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-10439,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended",anger,2: moderate amount of anger can be inferred,2,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav offended","so i wished my sis 12 midnight but received no reply from her. my 2nd sis just wished her, got a reply. you know who's the fav offended"
2017-En-10550,@xandraaa5 @amayaallyn6 shut up hashtags are cool ,anger,1: low amount of anger can be inferred,1,shut up hashtags are cool,shut up hashtags are cool
2017-En-11399,Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,anger,2: moderate amount of anger can be inferred,2,Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,just found out tonight my son will not be doing practical work counting towards his gcse exam. ok then! i thought stem was all the rage??
2017-En-11636,@JordySloan love that Jordy #revenge ⚽️,anger,0: no anger can be inferred,0,love that Jordy revenge soccer_ball,love that jordy revenge soccer_ball
2017-En-10904,#oow16 #sting decent new song,anger,0: no anger can be inferred,0,oow16 sting decent new song,oow16 sting decent new song
2017-En-11271,@Dominos_UK worst thing is i have confimation from them ,anger,2: moderate amount of anger can be inferred,2,worst thing is i have confimation from them,worst thing is i have confimation from them
2017-En-10571,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,anger,1: low amount of anger can be inferred,1,I gave up KENDRICK LAMAR to eat barbecue with him.,i gave up kendrick lamar to eat barbecue with him.
2017-En-11233,@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad,anger,3: high amount of anger can be inferred,3,summar one more insult from you and you're gone Idc if you're my dad,summar one more insult from you and you're gone idc if you're my dad
2017-En-10143,testing #angry,anger,3: high amount of anger can be inferred,3,testing angry,testing angry
2017-En-10606,"@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.",anger,1: low amount of anger can be inferred,1,"Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.","also, our best assets on offense are our rb's and our wr's (longterm). have to have an offense to utilize both."
2017-En-11470,Goddamn headache. #anger,anger,3: high amount of anger can be inferred,3,Goddamn headache. anger,goddamn headache. anger
2017-En-10314,@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!,anger,2: moderate amount of anger can be inferred,2,Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!,irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!
2017-En-10167,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,anger,3: high amount of anger can be inferred,3,47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the outrage,47 unarmed blacks killed by white cops in 2015. that many die every month in chicago wheres the outrage
2017-En-11438,@victoriarghhh not mad but tilting? slightly irate? is that cool?,anger,1: low amount of anger can be inferred,1,not mad but tilting? slightly irate? is that cool?,not mad but tilting? slightly irate? is that cool?
2017-En-11481,Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge,anger,2: moderate amount of anger can be inferred,2,Glad I didn't watch smackdown because I can't see my men lose. sohurt revenge,glad i didn't watch smackdown because i can't see my men lose. sohurt revenge
2017-En-10013,"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",anger,3: high amount of anger can be inferred,3,"Why does have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages raging","why does have to come to glasgow on a night i am working. i am fucking gutted, been waiting for an appearance for ages raging"
2017-En-10554,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,anger,1: low amount of anger can be inferred,1,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for TerenceCruther justice sadness,some moving clips on youtube tonight of the vigil held at tulsa metropolitan baptist church for terencecruther justice sadness
2017-En-10963,I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh 😅,anger,0: no anger can be inferred,0,I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh grinning_face_with_sweat,i watch amyah throw temper tantrums when she gets mad at something and i'm just like damnit that is me and i can't do nothing but laugh grinning_face_with_sweat
2017-En-10732,"#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo",anger,0: no anger can be inferred,0,"Zumba, PiYo and HIIT sessions. Sweaty, burning but sooooooo good! missedoutonsummerbikinibodybutwintersunbodywilldo","zumba, piyo and hiit sessions. sweaty, burning but sooooooo good! missedoutonsummerbikinibodybutwintersunbodywilldo"
2017-En-10035,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly,anger,3: high amount of anger can be inferred,3,Unbelievable takes 10 minutes to get through to then there's a fault and the call hangs up fuming treatcustomersfairly,unbelievable takes 10 minutes to get through to then there's a fault and the call hangs up fuming treatcustomersfairly
2017-En-40902,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,anger,1: low amount of anger can be inferred,1,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,when you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know
2017-En-10964,@crystaldiamondo impossible to say. We can only hope that I don’t unwittingly trigger her ferocious side again. Hell hath no fury..,anger,3: high amount of anger can be inferred,3,impossible to say. We can only hope that I don’t unwittingly trigger her ferocious side again. Hell hath no fury..,impossible to say. we can only hope that i don’t unwittingly trigger her ferocious side again. hell hath no fury..
2017-En-40499,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",anger,1: low amount of anger can be inferred,1,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - ()","what's a kali's kitten? [she asked, a frown curling on her fair skinned forehead as he showed her the scar] a cat did - ()"
2017-En-11313,my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,anger,0: no anger can be inferred,0,my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,my dogs making the most ridiculous sounds right now its like a high pitched gargle-y growl
2017-En-10596,"@RealPaulWalker R.I.P Paul, furious 8 can't wait",anger,0: no anger can be inferred,0,"R.I.P Paul, furious 8 can't wait","r.i.p paul, furious 8 can't wait"
2017-En-10507,"@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp",anger,1: low amount of anger can be inferred,1,"It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you Psychowasp","it's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you psychowasp"
2017-En-11357,@EASPORTS_MUT fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens,anger,2: moderate amount of anger can be inferred,2,fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens,fix this home/away deptch chart invalid glitch. i have to close madden and re-open it everytime this happens
2017-En-10728,@kateracculia @themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.,anger,0: no anger can be inferred,0,It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.,it's true! i reverse-engineered the drink. it's a scientific method. i hear it's all the rage.
2017-En-10160,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 ,anger,3: high amount of anger can be inferred,3,what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer pouting_face,what a joke!! cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer pouting_face
2017-En-10829,follow my girl tiff she only got 3 followers💖💘💖💘💘 @00tiffanyr,anger,0: no anger can be inferred,0,follow my girl tiff she only got 3 followerssparkling_heartheart_with_arrowsparkling_heartheart_with_arrowheart_with_arrow,follow my girl tiff she only got 3 followerssparkling_heartheart_with_arrowsparkling_heartheart_with_arrowheart_with_arrow
2017-En-11014,@jamielamieee @gerbicapiral_ @Dory then I look at you and we burst out laughing,anger,0: no anger can be inferred,0,then I look at you and we burst out laughing,then i look at you and we burst out laughing
2017-En-10475,"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-",anger,1: low amount of anger can be inferred,1,"gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-","gives a frustrated growl, before stepping closer and putting his gun through the barrier. no alarms and nothing happened. he-"
2017-En-11079,Panpiper playing Big River outside The Bridges in SR1 ,anger,0: no anger can be inferred,0,Panpiper playing Big River outside The Bridges in SR1,panpiper playing big river outside the bridges in sr1
2017-En-10103,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! ,anger,3: high amount of anger can be inferred,3,Wont use using again!! These guys cant get nothing right!!,wont use using again!! these guys cant get nothing right!!
2017-En-11216,jelly baby is my favourite insult,anger,1: low amount of anger can be inferred,1,jelly baby is my favourite insult,jelly baby is my favourite insult
2017-En-10131,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,anger,3: high amount of anger can be inferred,3,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster road rage,i get so angry at people that don't know that you don't have a stop sign on francis and you do at foster road rage
2017-En-10434,I screened my own snap what kind of narcissistic ass would smh,anger,2: moderate amount of anger can be inferred,2,I screened my own snap what kind of narcissistic ass would smh,i screened my own snap what kind of narcissistic ass would smh
2017-En-11663,@CPPSmeofficial tiff.,anger,0: no anger can be inferred,0,tiff.,tiff.
2017-En-10246,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,anger,2: moderate amount of anger can be inferred,2,true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,true. just me spitting venom because i'm still bitter with stripe. like an old man yelling from his porch.
2017-En-10357,@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger,2: moderate amount of anger can be inferred,2,Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,both trump + king are relentless self-promoters who don't give a rip about anyone else. a perfect match for both donalds.
2017-En-11564,🏆 #Success is the best #revenge. Whatever you're thinking about doing ... do something better. ⭐️⭐️⭐️⭐️,anger,0: no anger can be inferred,0,trophy Success is the best revenge. Whatever you're thinking about doing ... do something better. white_medium_starwhite_medium_starwhite_medium_starwhite_medium_star,trophy success is the best revenge. whatever you're thinking about doing ... do something better. white_medium_starwhite_medium_starwhite_medium_starwhite_medium_star
2017-En-10563,"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.",anger,1: low amount of anger can be inferred,1,"It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.","it'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it."
2017-En-10165,I swear if @devincameron23 blocks me I'm going to hit her back #revenge,anger,3: high amount of anger can be inferred,3,I swear if blocks me I'm going to hit her back revenge,i swear if blocks me i'm going to hit her back revenge
2017-En-10671,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,anger,0: no anger can be inferred,0,Prayers &amp; Protection to our brothers and sisters fighting in Charlotte rage against machines,prayers &amp; protection to our brothers and sisters fighting in charlotte rage against machines
2017-En-10087,"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder",anger,3: high amount of anger can be inferred,3,"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! wtf murder","tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! this is really sick! wtf murder"
2017-En-11570,Blood is boiling,anger,3: high amount of anger can be inferred,3,Blood is boiling,blood is boiling
2017-En-10707,@l1ght__eyes u tried boiling em takes years too,anger,0: no anger can be inferred,0,u tried boiling em takes years too,u tried boiling em takes years too
2017-En-10258,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ ,anger,2: moderate amount of anger can be inferred,2,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterfrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_face,i will never watch greys anatomy ever ever ever ever ever again if shonda rimes takes away another og characterfrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_facefrowning_face
2017-En-10748,@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol,anger,0: no anger can be inferred,0,or in my case a raging moody cow lol why i buy moody cow socks lol,or in my case a raging moody cow lol why i buy moody cow socks lol
2017-En-10533,"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! 👏👏👏",anger,1: low amount of anger can be inferred,1,"and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! clapping_handsclapping_handsclapping_hands","and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! clapping_handsclapping_handsclapping_hands"
2017-En-10014,Fuking fuming 😤,anger,3: high amount of anger can be inferred,3,Fuking fuming face_with_steam_from_nose,fuking fuming face_with_steam_from_nose
2017-En-10688,@Kim_is__bored exactly what I have been saying on fb.. ,anger,0: no anger can be inferred,0,exactly what I have been saying on fb..,exactly what i have been saying on fb..
2017-En-11424,Circle K is dead to me. I hate your new slushie machine.  #livid,anger,3: high amount of anger can be inferred,3,Circle K is dead to me. I hate your new slushie machine. livid,circle k is dead to me. i hate your new slushie machine. livid
2017-En-11031,No one's gonna chill bc fake outrage is fun or w/e but SPACE COLLEGE,anger,1: low amount of anger can be inferred,1,No one's gonna chill bc fake outrage is fun or w/e but SPACE COLLEGE,no one's gonna chill bc fake outrage is fun or w/e but space college
2017-En-10859,@IllinoisLoyalty that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.,anger,2: moderate amount of anger can be inferred,2,that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.,that rutgers game was an abomination. an affront to god and man. we must never speak of it again.
2017-En-10871,Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. ,anger,0: no anger can be inferred,0,Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.,sorry guys i have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.
2017-En-40403,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",anger,1: low amount of anger can be inferred,1,"With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer","with a frown, she let's out a distraught 'gardevoir' saying that she wishes she had a trainer"
2017-En-11436,@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain ,anger,3: high amount of anger can be inferred,3,spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain,spent over 2 fucking hours and still can't get that dam siva fragment on fellwinters peak mountain
2017-En-10015,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen. #anger #loathing,anger,3: high amount of anger can be inferred,3,Zero help from customer service. Just pushing the buck back and forth and promising callbacks that don’t happen. anger loathing,zero help from customer service. just pushing the buck back and forth and promising callbacks that don’t happen. anger loathing
2017-En-10626,"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once.",anger,1: low amount of anger can be inferred,1,"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu only once.","if ydu yell 'fire' in a crowded theater you will burst into flames. it's a cool trick, bu only once."
2017-En-10635,"When anger rises, think of the consequences. #quote #wisdom #anger",anger,1: low amount of anger can be inferred,1,"When anger rises, think of the consequences. quote wisdom anger","when anger rises, think of the consequences. quote wisdom anger"
2017-En-11654,Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck,anger,3: high amount of anger can be inferred,3,Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing thatsmyluck,stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing thatsmyluck
2017-En-10997,Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat  #country #countrygirl,anger,0: no anger can be inferred,0,Bored rn leave Kik/Snapchat kik kikme kikmessage boredaf bored snapchatme snapchat country countrygirl,bored rn leave kik/snapchat kik kikme kikmessage boredaf bored snapchatme snapchat country countrygirl
2017-En-10953,@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,anger,0: no anger can be inferred,0,She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,she was winning this war that had been raging on inside of his mind. the desire and love all rolling into something he -
2017-En-11132,My irritation level is at an all time high today 🙃,anger,3: high amount of anger can be inferred,3,My irritation level is at an all time high today upside-down_face,my irritation level is at an all time high today upside-down_face
2017-En-11367,"Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual",anger,0: no anger can be inferred,0,"Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual","imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual"
2017-En-11040,Using multiple combs simultaneously is what I like to call impressive work!!    ;-O #snap #ohsnap #daaamn,anger,0: no anger can be inferred,0,Using multiple combs simultaneously is what I like to call impressive work!! ;-O snap ohsnap daaamn,using multiple combs simultaneously is what i like to call impressive work!! ;-o snap ohsnap daaamn
2017-En-11335,Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!,anger,3: high amount of anger can be inferred,3,Just watching crimewatch what kind of sick fuck touches 6 year olds pouting_facepouting_facepouting_facepouting_face shit like this makes me fume!!!,just watching crimewatch what kind of sick fuck touches 6 year olds pouting_facepouting_facepouting_facepouting_face shit like this makes me fume!!!
2017-En-10868,@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,anger,3: high amount of anger can be inferred,3,i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,i love how theres no outrage that it's a white man but if it was a black man them blm would be all over it regardless of reason
2017-En-11096,Trump supports reach another level of irritation within me,anger,3: high amount of anger can be inferred,3,Trump supports reach another level of irritation within me,trump supports reach another level of irritation within me
2017-En-10990,@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge 🙌🏼🙌🏼,anger,2: moderate amount of anger can be inferred,2,make sure you tell them how scared you are revenge raising_hands_medium-light_skin_toneraising_hands_medium-light_skin_tone,make sure you tell them how scared you are revenge raising_hands_medium-light_skin_toneraising_hands_medium-light_skin_tone
2017-En-10287,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger,2: moderate amount of anger can be inferred,2,Worst juror ever? Michelle. You were Nicole's biggest threat. bb18,worst juror ever? michelle. you were nicole's biggest threat. bb18
2017-En-10620,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday ,anger,1: low amount of anger can be inferred,1,You can't fight the elephants until you have wrestled the pigs. quoteoftheday,you can't fight the elephants until you have wrestled the pigs. quoteoftheday
2017-En-11500,@politicalTigres @Saifullah_Uchvi welcome ji . sorry for words that irritate u,anger,2: moderate amount of anger can be inferred,2,welcome ji . sorry for words that irritate u,welcome ji . sorry for words that irritate u
2017-En-10738,@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it,anger,0: no anger can be inferred,0,at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it,at least his character in fast and furious pumped some adrenaline into the franchise. but that's about it
2017-En-10892,@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy,anger,3: high amount of anger can be inferred,3,so in your opinion is this the worst delhi govt? acrid bitter hypocrisy,so in your opinion is this the worst delhi govt? acrid bitter hypocrisy
2017-En-11551,@MartinClouseau - as CEO of a charity you could reasonably expect @eduardo_LACS not to attempt to crudely inflame tensions.,anger,2: moderate amount of anger can be inferred,2,- as CEO of a charity you could reasonably expect not to attempt to crudely inflame tensions.,- as ceo of a charity you could reasonably expect not to attempt to crudely inflame tensions.
2017-En-10138,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!,anger,3: high amount of anger can be inferred,3,..... wakes up and says 'have you tried changing her nappy?' pouting_faceoncoming_fist_medium-light_skin_tone !!!!,..... wakes up and says 'have you tried changing her nappy?' pouting_faceoncoming_fist_medium-light_skin_tone !!!!
2017-En-11140,Here's a tip for everyone: Stop being offended. End.  #quit #youredumb #liveyourownlife,anger,2: moderate amount of anger can be inferred,2,Here's a tip for everyone Stop being offended. End. quit youredumb liveyourownlife,here's a tip for everyone stop being offended. end. quit youredumb liveyourownlife
2017-En-10097,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,anger,3: high amount of anger can be inferred,3,something needs to be done about people hogging machines - nobody can use 3 machines at one time! notfair whypay,something needs to be done about people hogging machines - nobody can use 3 machines at one time! notfair whypay
2017-En-11251,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO,anger,0: no anger can be inferred,0,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts face_with_tears_of_joy GBBO,all the young people are so bitter about how the older contestants probably know how to make bakewell tarts face_with_tears_of_joy gbbo
2017-En-10909,"I miss my gran singing Rawhide, in her deep baritone growl.",anger,0: no anger can be inferred,0,"I miss my gran singing Rawhide, in her deep baritone growl.","i miss my gran singing rawhide, in her deep baritone growl."
2017-En-10808,Sometimes the best motivations come from 'proving them wrong' #energy  #MotivationalQuotes,anger,0: no anger can be inferred,0,Sometimes the best motivations come from 'proving them wrong' energy MotivationalQuotes,sometimes the best motivations come from 'proving them wrong' energy motivationalquotes
2017-En-10895,For the first time in my madden career I just set up a farm account. Should make MOTM much easier,anger,0: no anger can be inferred,0,For the first time in my madden career I just set up a farm account. Should make MOTM much easier,for the first time in my madden career i just set up a farm account. should make motm much easier
2017-En-10743,This all resent #India #Pakistan problem is save #NawazSharif\n@ImranKhanPTI\n@PTIofficial,anger,0: no anger can be inferred,0,This all resent India Pakistan problem is save NawazSharif\n\n,this all resent india pakistan problem is save nawazsharif\n\n
2017-En-10417,I am using twitter as a coping mechanism for raging out at this kid oops?,anger,2: moderate amount of anger can be inferred,2,I am using twitter as a coping mechanism for raging out at this kid oops?,i am using twitter as a coping mechanism for raging out at this kid oops?
2017-En-11246,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting,anger,1: low amount of anger can be inferred,1,Argh a big wasp buzzing between my blinds and my window. Halp! wasp evil buzz sting,argh a big wasp buzzing between my blinds and my window. halp! wasp evil buzz sting
2017-En-10401,@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,anger,2: moderate amount of anger can be inferred,2,Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\nAllScumbags,quite the response of retaliation from weiner in getting revenge on huma &amp; hillary 'clam digging'.\nallscumbags
2017-En-41283,"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",anger,1: low amount of anger can be inferred,1,"species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even frown on talking about eating humans lizardscum","species cf. don jr. refugees/skittles.know he likes his snacks,but even frown on talking about eating humans lizardscum"
2017-En-11432,I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer,anger,2: moderate amount of anger can be inferred,2,I freaking hate working with word on my phone write writing writerslife writerproblems writer,i freaking hate working with word on my phone write writing writerslife writerproblems writer
2017-En-10661,I need to stop second guess myself and just go with the first thought and go with it. #relentless,anger,1: low amount of anger can be inferred,1,I need to stop second guess myself and just go with the first thought and go with it. relentless,i need to stop second guess myself and just go with the first thought and go with it. relentless
2017-En-10340,@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,anger,2: moderate amount of anger can be inferred,2,relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,relentless echo chamber - negative comments with lots of reverb. typical bully behavior.
2017-En-11544,@jbiggy13 @ToneCapone111 ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks,anger,1: low amount of anger can be inferred,1,ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks,ya and the d was what i was most confident about..... our offense is as good as it's been in 20 years...our d sucks
2017-En-11612,"I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.",anger,2: moderate amount of anger can be inferred,2,"I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.","i just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled."
2017-En-11585,@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice  #speakout,anger,2: moderate amount of anger can be inferred,2,colinkaepernick protests because of the unjust murder of keithlamontscott in North Carolina injustice speakout,colinkaepernick protests because of the unjust murder of keithlamontscott in north carolina injustice speakout
2017-En-11358,My anger is boiling over.,anger,3: high amount of anger can be inferred,3,My anger is boiling over.,my anger is boiling over.
2017-En-41298,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger,2: moderate amount of anger can be inferred,2,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. pout AdultingIsTheWorst,heading home to cut grass in the heat. all i wanna do is go out to eat somewhere air conditioned. pout adultingistheworst
2017-En-11164,Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life,anger,3: high amount of anger can be inferred,3,Pride and Prejudice is a modern day Keeping up with the Kardashians' - .............I've never been so offended in my life,pride and prejudice is a modern day keeping up with the kardashians' - .............i've never been so offended in my life
2017-En-11625,You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry,anger,3: high amount of anger can be inferred,3,You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry,you ever just be really irritated with someone u love it's like god damn ur makin me angry but i love u so i forgive u but i'm angry
2017-En-10162,People irritate me 🙄,anger,3: high amount of anger can be inferred,3,People irritate me face_with_rolling_eyes,people irritate me face_with_rolling_eyes
2017-En-10914,@SSheil coincidentally watched Ulzana's Raid last night - brutally indignant filmmaking.,anger,2: moderate amount of anger can be inferred,2,coincidentally watched Ulzana's Raid last night - brutally indignant filmmaking.,coincidentally watched ulzana's raid last night - brutally indignant filmmaking.
2017-En-11211,@tony_tr3 I'd say your outrage is the really FAUX outrage.,anger,2: moderate amount of anger can be inferred,2,I'd say your outrage is the really FAUX outrage.,i'd say your outrage is the really faux outrage.
2017-En-11410,"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼",anger,0: no anger can be inferred,0,"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies sign_of_the_horns_medium-light_skin_tone","gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies sign_of_the_horns_medium-light_skin_tone"
2017-En-40574,Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.,anger,1: low amount of anger can be inferred,1,Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.,now they fret about scuffs. i’ll take scuffs (which…come in) for a phone i can use wet handed or drop in a toilet any day.
